ds,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindSpeed,Hourly_Dry_Bulb_Temp_F,year,month,day,hour,SOURCE,REPORT_TYPE
2024-01-01 00:00:00,239.95591847206387,37.66474132928626,0.06909673971138429,59.83136966126657,238.8548884187195,231.7779470794052,10.794916659204869,45.82309897478257,68.31804959818567,5.35295141989641,52.009369140101796,2024.0,1.0,1.0,0.0,7,FM-15
2024-01-01 01:00:00,239.8959184720639,32.0,0.06909673971138429,68.0,30.03,29.564999999999998,9.969999999999999,38.0,230.0,5.0,42.0,2024.0,1.0,1.0,1.0,7,FM-15
2024-01-01 02:00:00,30.02,31.0,0.0,67.0,30.02,29.55,10.0,37.0,230.0,3.0,41.0,2024.0,1.0,1.0,2.0,7,FM-15
2024-01-01 03:00:00,30.03,30.0,0.0,68.0,30.02,29.56,10.0,36.0,240.0,5.0,40.0,2024.0,1.0,1.0,3.0,7,FM-15
2024-01-01 04:00:00,239.88591847206388,30.0,0.06909673971138429,73.0,30.01,29.545,9.969999999999999,35.0,240.0,5.0,38.0,2024.0,1.0,1.0,4.0,7,FM-15
2024-01-01 05:00:00,30.01,30.0,0.0,70.0,30.01,29.54,10.0,35.0,250.0,3.0,39.0,2024.0,1.0,1.0,5.0,7,FM-15
2024-01-01 06:00:00,30.02,31.0,0.0,73.0,30.02,29.55,10.0,36.0,230.0,7.0,39.0,2024.0,1.0,1.0,6.0,7,FM-15
2024-01-01 07:00:00,239.8959184720639,32.0,0.06909673971138429,73.0,30.03,29.564999999999998,9.969999999999999,37.0,230.0,5.0,40.0,2024.0,1.0,1.0,7.0,7,FM-15
2024-01-01 08:00:00,30.03,32.0,0.0,70.0,30.04,29.56,10.0,37.0,240.0,3.0,41.0,2024.0,1.0,1.0,8.0,7,FM-15
2024-01-01 09:00:00,30.05,33.0,0.0,68.0,30.05,29.58,10.0,39.0,230.0,6.0,43.0,2024.0,1.0,1.0,9.0,7,FM-15
2024-01-01 10:00:00,239.91091847206388,34.0,0.06909673971138429,68.0,30.06,29.595,9.969999999999999,40.0,240.0,3.0,44.0,2024.0,1.0,1.0,10.0,7,FM-15
2024-01-01 11:00:00,30.07,34.0,0.0,63.0,30.07,29.6,10.0,41.0,280.0,5.0,46.0,2024.0,1.0,1.0,11.0,7,FM-15
2024-01-01 12:00:00,30.05,34.0,0.0,58.0,30.04,29.58,10.0,42.0,126.63609919637135,3.0,48.0,2024.0,1.0,1.0,12.0,7,FM-15
2024-01-01 13:00:00,239.89091847206387,34.0,0.06909673971138429,52.0,30.02,29.555,9.969999999999999,43.0,330.0,6.0,51.0,2024.0,1.0,1.0,13.0,7,FM-15
2024-01-01 14:00:00,30.01,33.0,0.0,49.0,30.01,29.54,10.0,44.0,310.0,7.0,52.0,2024.0,1.0,1.0,14.0,7,FM-15
2024-01-01 15:00:00,30.02,30.0,0.0,43.0,30.02,29.55,10.0,42.0,126.63609919637135,7.0,52.0,2024.0,1.0,1.0,15.0,7,FM-15
2024-01-01 16:00:00,239.9009184720639,28.0,0.06909673971138429,44.0,30.04,29.575,9.969999999999999,40.0,330.0,3.0,49.0,2024.0,1.0,1.0,16.0,7,FM-15
2024-01-01 17:00:00,30.07,24.0,0.0,41.0,30.07,29.6,10.0,38.0,126.63609919637135,7.0,47.0,2024.0,1.0,1.0,17.0,7,FM-15
2024-01-01 18:00:00,30.09,22.0,0.0,41.0,30.09,29.62,10.0,36.0,126.63609919637135,6.0,44.0,2024.0,1.0,1.0,18.0,7,FM-15
2024-01-01 19:00:00,239.94091847206388,21.0,0.06909673971138429,42.0,30.12,29.655,9.969999999999999,35.0,126.63609919637135,5.0,43.0,2024.0,1.0,1.0,19.0,7,FM-15
2024-01-01 20:00:00,30.13,21.0,0.0,45.0,30.13,29.66,10.0,34.0,0.0,0.0,41.0,2024.0,1.0,1.0,20.0,7,FM-15
2024-01-01 21:00:00,30.14,22.0,0.0,49.0,30.14,29.67,10.0,33.0,126.63609919637135,6.0,40.0,2024.0,1.0,1.0,21.0,7,FM-15
2024-01-01 22:00:00,239.95591847206387,22.0,0.06909673971138429,50.0,30.15,29.685000000000002,9.969999999999999,33.0,126.63609919637135,5.0,39.0,2024.0,1.0,1.0,22.0,7,FM-15
2024-01-01 23:00:00,30.15,23.0,0.0,55.0,30.15,29.68,10.0,32.0,126.63609919637135,5.0,38.0,2024.0,1.0,1.0,23.0,7,FM-15
2024-01-02 00:00:00,239.95091847206388,38.16474132928626,0.06909673971138429,68.33136966126656,238.84488841871948,231.7729470794052,10.794916659204869,44.32309897478257,63.318049598185674,2.35295141989641,49.009369140101796,2024.0,1.0,2.0,0.0,7,FM-15
2024-01-02 01:00:00,239.95591847206387,24.0,0.06909673971138429,57.0,30.15,29.685000000000002,9.969999999999999,33.0,126.63609919637135,5.0,38.0,2024.0,1.0,2.0,1.0,7,FM-15
2024-01-02 02:00:00,30.15,24.0,0.0,57.0,30.15,29.68,10.0,33.0,126.63609919637135,3.0,38.0,2024.0,1.0,2.0,2.0,7,FM-15
2024-01-02 03:00:00,30.16,24.0,0.0,59.0,30.16,29.69,10.0,32.0,126.63609919637135,3.0,37.0,2024.0,1.0,2.0,3.0,7,FM-15
2024-01-02 04:00:00,239.9609184720639,24.0,0.06909673971138429,59.0,30.16,29.695,9.969999999999999,32.0,0.0,0.0,37.0,2024.0,1.0,2.0,4.0,7,FM-15
2024-01-02 05:00:00,30.16,24.0,0.0,62.0,30.16,29.69,10.0,32.0,0.0,0.0,36.0,2024.0,1.0,2.0,5.0,7,FM-15
2024-01-02 06:00:00,30.17,24.0,0.0,64.0,30.17,29.7,10.0,31.0,0.0,0.0,35.0,2024.0,1.0,2.0,6.0,7,FM-15
2024-01-02 07:00:00,239.97591847206388,23.0,0.06909673971138429,69.0,30.19,29.725,9.969999999999999,29.0,0.0,0.0,32.0,2024.0,1.0,2.0,7.0,7,FM-15
2024-01-02 08:00:00,30.2,24.0,0.0,73.0,30.21,29.73,10.0,29.0,0.0,0.0,32.0,2024.0,1.0,2.0,8.0,7,FM-15
2024-01-02 09:00:00,30.22,27.0,0.0,65.0,30.23,29.75,10.0,34.0,0.0,0.0,38.0,2024.0,1.0,2.0,9.0,7,FM-15
2024-01-02 10:00:00,240.0009184720639,26.0,0.06909673971138429,49.0,30.24,29.775,9.969999999999999,37.0,0.0,0.0,44.0,2024.0,1.0,2.0,10.0,7,FM-15
2024-01-02 11:00:00,30.22,25.0,0.0,42.0,30.23,29.75,10.0,38.0,126.63609919637135,7.0,47.0,2024.0,1.0,2.0,11.0,7,FM-15
2024-01-02 12:00:00,30.2,25.0,0.0,42.0,30.2,29.73,10.0,38.0,126.63609919637135,7.0,47.0,2024.0,1.0,2.0,12.0,7,FM-15
2024-01-02 13:00:00,239.9659184720639,26.0,0.06909673971138429,39.0,30.17,29.705,9.969999999999999,40.0,280.0,8.0,50.0,2024.0,1.0,2.0,13.0,7,FM-15
2024-01-02 14:00:00,30.13,25.0,0.0,38.0,30.14,29.66,10.0,40.0,350.0,9.0,50.0,2024.0,1.0,2.0,14.0,7,FM-15
2024-01-02 15:00:00,30.12,25.0,0.0,36.0,30.12,29.65,10.0,40.0,126.63609919637135,5.0,51.0,2024.0,1.0,2.0,15.0,7,FM-15
2024-01-02 16:00:00,239.94091847206388,25.0,0.06909673971138429,38.0,30.12,29.655,9.969999999999999,40.0,310.0,7.0,50.0,2024.0,1.0,2.0,16.0,7,FM-15
2024-01-02 17:00:00,30.13,26.0,0.0,41.0,30.13,29.66,10.0,40.0,280.0,6.0,49.0,2024.0,1.0,2.0,17.0,7,FM-15
2024-01-02 18:00:00,30.14,26.0,0.0,49.0,30.14,29.67,10.0,37.0,260.0,5.0,44.0,2024.0,1.0,2.0,18.0,7,FM-15
2024-01-02 19:00:00,239.95091847206388,26.0,0.06909673971138429,53.0,30.15,29.675,9.969999999999999,36.0,0.0,0.0,42.0,2024.0,1.0,2.0,19.0,7,FM-15
2024-01-02 20:00:00,30.13,26.0,0.0,58.0,30.14,29.66,10.0,35.0,0.0,0.0,40.0,2024.0,1.0,2.0,20.0,7,FM-15
2024-01-02 21:00:00,30.14,25.0,0.0,67.0,30.14,29.67,10.0,31.0,0.0,0.0,35.0,2024.0,1.0,2.0,21.0,7,FM-15
2024-01-02 22:00:00,239.95091847206388,25.0,0.06909673971138429,70.0,30.14,29.675,9.969999999999999,31.0,0.0,0.0,34.0,2024.0,1.0,2.0,22.0,7,FM-15
2024-01-02 23:00:00,30.14,26.0,0.0,67.0,30.14,29.67,10.0,32.0,0.0,0.0,36.0,2024.0,1.0,2.0,23.0,7,FM-15
2024-01-03 00:00:00,239.8709184720639,42.16474132928626,0.0740967397113843,63.83136966126657,238.7648884187195,231.6929470794052,10.794916659204869,48.82309897478257,188.31804959818567,4.85295141989641,55.009369140101796,2024.0,1.0,3.0,0.0,7,FM-15
2024-01-03 01:00:00,239.94091847206388,25.0,0.06909673971138429,75.0,30.12,29.655,9.969999999999999,29.0,0.0,0.0,32.0,2024.0,1.0,3.0,1.0,7,FM-15
2024-01-03 02:00:00,30.12,25.0,0.0,79.0,30.12,29.65,10.0,29.0,0.0,0.0,31.0,2024.0,1.0,3.0,2.0,7,FM-15
2024-01-03 03:00:00,30.12,25.0,0.0,79.0,30.12,29.65,10.0,29.0,0.0,0.0,31.0,2024.0,1.0,3.0,3.0,7,FM-15
2024-01-03 04:00:00,239.9359184720639,25.0,0.06909673971138429,82.0,30.11,29.645,9.969999999999999,28.0,0.0,0.0,30.0,2024.0,1.0,3.0,4.0,7,FM-15
2024-01-03 05:00:00,30.11,26.0,0.0,82.0,30.11,29.64,10.0,29.0,0.0,0.0,31.0,2024.0,1.0,3.0,5.0,7,FM-15
2024-01-03 06:00:00,30.11,25.0,0.0,79.0,30.12,29.64,10.0,29.0,0.0,0.0,31.0,2024.0,1.0,3.0,6.0,7,FM-15
2024-01-03 07:00:00,239.9309184720639,24.0,0.06909673971138429,82.0,30.11,29.634999999999998,9.969999999999999,27.0,0.0,0.0,29.0,2024.0,1.0,3.0,7.0,7,FM-15
2024-01-03 08:00:00,30.1,24.0,0.0,82.0,30.11,29.63,10.0,27.0,0.0,0.0,29.0,2024.0,1.0,3.0,8.0,7,FM-15
2024-01-03 09:00:00,30.13,29.0,0.0,78.0,30.14,29.66,10.0,33.0,0.0,0.0,35.0,2024.0,1.0,3.0,9.0,7,FM-15
2024-01-03 10:00:00,239.95591847206387,31.0,0.06909673971138429,65.0,30.15,29.685000000000002,9.969999999999999,37.0,210.0,6.0,42.0,2024.0,1.0,3.0,10.0,7,FM-15
2024-01-03 11:00:00,30.12,29.0,0.0,50.0,30.13,29.65,10.0,39.0,0.0,0.0,47.0,2024.0,1.0,3.0,11.0,7,FM-15
2024-01-03 12:00:00,30.1,26.0,0.0,37.0,30.1,29.63,10.0,41.0,190.0,5.0,52.0,2024.0,1.0,3.0,12.0,7,FM-15
2024-01-03 13:00:00,239.91091847206388,27.0,0.06909673971138429,35.0,30.06,29.595,9.969999999999999,43.0,200.0,6.0,54.0,2024.0,1.0,3.0,13.0,7,FM-15
2024-01-03 14:00:00,30.03,27.0,0.0,35.0,30.03,29.56,10.0,43.0,220.0,13.0,54.0,2024.0,1.0,3.0,14.0,7,FM-15
2024-01-03 15:00:00,30.03,28.0,0.0,38.0,30.03,29.56,10.0,42.0,230.0,10.0,53.0,2024.0,1.0,3.0,15.0,7,FM-15
2024-01-03 16:00:00,239.89091847206387,29.0,0.06909673971138429,41.0,30.03,29.555,9.969999999999999,42.0,220.0,7.0,52.0,2024.0,1.0,3.0,16.0,7,FM-15
2024-01-03 17:00:00,30.02,28.0,0.0,41.0,30.03,29.55,10.0,41.0,210.0,9.0,51.0,2024.0,1.0,3.0,17.0,7,FM-15
2024-01-03 18:00:00,30.02,28.0,0.0,44.0,30.02,29.55,10.0,40.0,230.0,6.0,49.0,2024.0,1.0,3.0,18.0,7,FM-15
2024-01-03 19:00:00,239.89091847206387,28.0,0.06909673971138429,44.0,30.03,29.555,9.969999999999999,40.0,200.0,7.0,49.0,2024.0,1.0,3.0,19.0,7,FM-15
2024-01-03 20:00:00,30.03,29.0,0.0,48.0,30.03,29.56,10.0,40.0,220.0,8.0,48.0,2024.0,1.0,3.0,20.0,7,FM-15
2024-01-03 21:00:00,30.0,29.0,0.0,51.0,30.01,29.53,10.0,39.0,250.0,5.0,46.0,2024.0,1.0,3.0,21.0,7,FM-15
2024-01-03 22:00:00,239.89091847206387,29.0,0.06909673971138429,48.0,30.02,29.555,9.969999999999999,40.0,220.0,14.0,48.0,2024.0,1.0,3.0,22.0,7,FM-15
2024-01-03 23:00:00,30.0,28.0,0.0,46.0,30.0,29.53,10.0,40.0,240.0,10.0,48.0,2024.0,1.0,3.0,23.0,7,FM-15
2024-01-04 00:00:00,240.0209184720639,35.66474132928626,0.06909673971138429,66.33136966126656,238.9198884187195,231.8429470794052,10.794916659204869,42.32309897478257,63.318049598185674,2.35295141989641,47.009369140101796,2024.0,1.0,4.0,0.0,7,FM-15
2024-01-04 01:00:00,239.85591847206388,35.0,0.13819347942276858,74.0,29.95,29.485,9.969999999999999,40.0,210.0,5.0,43.0,2024.0,1.0,4.0,1.0,7,FM-15
2024-01-04 02:00:00,29.95,36.0,0.0,76.0,29.95,29.48,10.0,40.0,250.0,5.0,43.0,2024.0,1.0,4.0,2.0,7,FM-15
2024-01-04 03:00:00,29.94,35.0,0.0,76.0,29.94,29.47,10.0,39.0,0.0,0.0,42.0,2024.0,1.0,4.0,3.0,7,FM-15
2024-01-04 04:00:00,239.85091847206388,33.0,0.06909673971138429,77.0,29.94,29.475,9.969999999999999,37.0,0.0,0.0,40.0,2024.0,1.0,4.0,4.0,7,FM-15
2024-01-04 05:00:00,29.95,33.0,0.0,86.0,29.95,29.48,10.0,35.0,0.0,0.0,37.0,2024.0,1.0,4.0,5.0,7,FM-15
2024-01-04 06:00:00,29.96,32.0,0.0,76.0,29.96,29.49,10.0,36.0,0.0,0.0,39.0,2024.0,1.0,4.0,6.0,7,FM-15
2024-01-04 07:00:00,239.8759184720639,31.0,0.06909673971138429,70.0,29.99,29.525,9.969999999999999,36.0,0.0,0.0,40.0,2024.0,1.0,4.0,7.0,7,FM-15
2024-01-04 08:00:00,30.01,28.0,0.0,60.0,30.01,29.54,10.0,36.0,126.63609919637135,3.0,41.0,2024.0,1.0,4.0,8.0,7,FM-15
2024-01-04 09:00:00,30.05,27.0,0.0,51.0,30.04,29.58,10.0,37.0,126.63609919637135,8.0,44.0,2024.0,1.0,4.0,9.0,7,FM-15
2024-01-04 10:00:00,239.91591847206388,26.0,0.06909673971138429,46.0,30.07,29.605,9.969999999999999,38.0,350.0,8.0,46.0,2024.0,1.0,4.0,10.0,7,FM-15
2024-01-04 11:00:00,30.09,26.0,0.0,42.0,30.09,29.62,10.0,39.0,30.0,14.0,48.0,2024.0,1.0,4.0,11.0,7,FM-15
2024-01-04 12:00:00,30.09,25.0,0.0,39.0,30.09,29.62,10.0,39.0,40.0,13.0,49.0,2024.0,1.0,4.0,12.0,7,FM-15
2024-01-04 13:00:00,239.92091847206387,25.0,0.06909673971138429,38.0,30.08,29.615000000000002,9.969999999999999,40.0,68.31804959818567,11.0,50.0,2024.0,1.0,4.0,13.0,7,FM-15
2024-01-04 14:00:00,30.09,25.0,0.0,39.0,30.09,29.62,10.0,39.0,10.0,7.0,49.0,2024.0,1.0,4.0,14.0,7,FM-15
2024-01-04 15:00:00,30.11,24.0,0.0,36.0,30.11,29.64,10.0,40.0,126.63609919637135,9.0,50.0,2024.0,1.0,4.0,15.0,7,FM-15
2024-01-04 16:00:00,239.94591847206388,23.0,0.06909673971138429,36.0,30.13,29.665,9.969999999999999,39.0,10.0,8.0,49.0,2024.0,1.0,4.0,16.0,7,FM-15
2024-01-04 17:00:00,30.16,22.0,0.0,38.0,30.16,29.69,10.0,37.0,126.63609919637135,6.0,46.0,2024.0,1.0,4.0,17.0,7,FM-15
2024-01-04 18:00:00,30.19,21.0,0.0,40.0,30.19,29.72,10.0,35.0,126.63609919637135,3.0,44.0,2024.0,1.0,4.0,18.0,7,FM-15
2024-01-04 19:00:00,239.98591847206387,21.0,0.06909673971138429,43.0,30.21,29.744999999999997,9.969999999999999,34.0,0.0,0.0,42.0,2024.0,1.0,4.0,19.0,7,FM-15
2024-01-04 20:00:00,30.22,21.0,0.0,48.0,30.23,29.75,10.0,32.0,0.0,0.0,39.0,2024.0,1.0,4.0,20.0,7,FM-15
2024-01-04 21:00:00,30.24,20.0,0.0,50.0,30.25,29.77,10.0,31.0,0.0,0.0,37.0,2024.0,1.0,4.0,21.0,7,FM-15
2024-01-04 22:00:00,240.01091847206388,20.0,0.06909673971138429,56.0,30.27,29.795,9.969999999999999,29.0,0.0,0.0,34.0,2024.0,1.0,4.0,22.0,7,FM-15
2024-01-04 23:00:00,30.27,19.0,0.0,59.0,30.27,29.8,10.0,28.0,0.0,0.0,32.0,2024.0,1.0,4.0,23.0,7,FM-15
2024-01-05 00:00:00,239.99091847206387,36.66474132928626,0.06909673971138429,61.83136966126657,238.88488841871947,231.8129470794052,10.794916659204869,44.32309897478257,63.318049598185674,2.35295141989641,50.009369140101796,2024.0,1.0,5.0,0.0,7,FM-15
2024-01-05 01:00:00,240.0259184720639,20.0,0.06909673971138429,72.0,30.29,29.825,9.969999999999999,25.0,0.0,0.0,28.0,2024.0,1.0,5.0,1.0,7,FM-15
2024-01-05 02:00:00,30.29,19.0,0.0,69.0,30.3,29.82,10.0,25.0,0.0,0.0,28.0,2024.0,1.0,5.0,2.0,7,FM-15
2024-01-05 03:00:00,30.32,19.0,0.0,72.0,30.33,29.85,10.0,24.0,0.0,0.0,27.0,2024.0,1.0,5.0,3.0,7,FM-15
2024-01-05 04:00:00,240.03591847206388,19.0,0.06909673971138429,72.0,30.32,29.845,9.969999999999999,24.0,60.0,3.0,27.0,2024.0,1.0,5.0,4.0,7,FM-15
2024-01-05 05:00:00,30.33,19.0,0.0,72.0,30.33,29.85,10.0,24.0,0.0,0.0,27.0,2024.0,1.0,5.0,5.0,7,FM-15
2024-01-05 06:00:00,30.35,20.0,0.0,75.0,30.35,29.88,10.0,25.0,0.0,0.0,27.0,2024.0,1.0,5.0,6.0,7,FM-15
2024-01-05 07:00:00,240.06591847206388,18.0,0.06909673971138429,75.0,30.38,29.905,9.969999999999999,23.0,0.0,0.0,25.0,2024.0,1.0,5.0,7.0,7,FM-15
2024-01-05 08:00:00,30.4,20.0,0.0,78.0,30.41,29.93,10.0,24.0,0.0,0.0,26.0,2024.0,1.0,5.0,8.0,7,FM-15
2024-01-05 09:00:00,30.42,23.0,0.0,66.0,30.42,29.94,10.0,29.0,80.0,3.0,33.0,2024.0,1.0,5.0,9.0,7,FM-15
2024-01-05 10:00:00,240.0909184720639,17.0,0.06909673971138429,44.0,30.43,29.950000000000003,9.969999999999999,30.0,90.0,9.0,37.0,2024.0,1.0,5.0,10.0,7,FM-15
2024-01-05 11:00:00,30.42,16.0,0.0,39.0,30.42,29.94,10.0,31.0,70.0,5.0,39.0,2024.0,1.0,5.0,11.0,7,FM-15
2024-01-05 12:00:00,30.38,16.0,0.0,35.0,30.39,29.91,10.0,33.0,0.0,0.0,42.0,2024.0,1.0,5.0,12.0,7,FM-15
2024-01-05 13:00:00,240.05091847206387,17.0,0.06909673971138429,33.0,30.35,29.875,9.969999999999999,35.0,0.0,0.0,45.0,2024.0,1.0,5.0,13.0,7,FM-15
2024-01-05 14:00:00,30.3,17.0,0.0,31.0,30.3,29.83,10.0,35.0,0.0,0.0,46.0,2024.0,1.0,5.0,14.0,7,FM-15
2024-01-05 15:00:00,30.27,16.0,0.0,30.0,30.28,29.8,10.0,35.0,120.0,6.0,46.0,2024.0,1.0,5.0,15.0,7,FM-15
2024-01-05 16:00:00,240.0209184720639,16.0,0.06909673971138429,30.0,30.28,29.814999999999998,9.969999999999999,35.0,170.0,5.0,46.0,2024.0,1.0,5.0,16.0,7,FM-15
2024-01-05 17:00:00,30.28,16.0,0.0,32.0,30.29,29.81,10.0,34.0,140.0,5.0,44.0,2024.0,1.0,5.0,17.0,7,FM-15
2024-01-05 18:00:00,30.27,17.0,0.0,40.0,30.28,29.8,10.0,32.0,140.0,5.0,40.0,2024.0,1.0,5.0,18.0,7,FM-15
2024-01-05 19:00:00,240.0209184720639,17.0,0.06909673971138429,46.0,30.28,29.814999999999998,9.969999999999999,30.0,0.0,0.0,36.0,2024.0,1.0,5.0,19.0,7,FM-15
2024-01-05 20:00:00,30.26,18.0,0.0,48.0,30.27,29.79,10.0,30.0,130.0,3.0,36.0,2024.0,1.0,5.0,20.0,7,FM-15
2024-01-05 21:00:00,30.25,17.0,0.0,44.0,30.26,29.78,10.0,30.0,130.0,5.0,37.0,2024.0,1.0,5.0,21.0,7,FM-15
2024-01-05 22:00:00,240.0009184720639,18.0,0.06909673971138429,46.0,30.25,29.775,9.969999999999999,30.0,0.0,0.0,37.0,2024.0,1.0,5.0,22.0,7,FM-15
2024-01-05 23:00:00,30.23,18.0,0.0,52.0,30.24,29.76,10.0,29.0,0.0,0.0,34.0,2024.0,1.0,5.0,23.0,7,FM-15
2024-01-06 00:00:00,169.74061231470924,43.776494219524174,0.09212898628184572,76.88757977417771,308.276517891626,164.13196471960347,10.529944439469913,47.882065983188376,42.21203306545711,1.56863427993094,51.67291276006787,2024.0,1.0,6.0,0.0,6,FM-16
2024-01-06 01:00:00,239.97591847206388,23.0,0.06909673971138429,55.0,30.19,29.725,9.969999999999999,32.0,110.0,5.0,38.0,2024.0,1.0,6.0,1.0,7,FM-15
2024-01-06 02:00:00,30.15,24.0,0.0,55.0,30.15,29.68,10.0,33.0,90.0,7.0,39.0,2024.0,1.0,6.0,2.0,7,FM-15
2024-01-06 03:00:00,30.13,27.0,0.0,62.0,30.13,29.66,10.0,34.0,130.0,5.0,39.0,2024.0,1.0,6.0,3.0,7,FM-15
2024-01-06 04:00:00,239.95091847206388,27.0,0.06909673971138429,62.0,30.14,29.675,9.969999999999999,34.0,0.0,0.0,39.0,2024.0,1.0,6.0,4.0,7,FM-15
2024-01-06 05:00:00,30.06,30.0,0.01,70.0,30.07,29.59,10.0,35.0,40.0,5.0,39.0,2024.0,1.0,6.0,5.0,7,FM-15
2024-01-06 06:00:00,30.03,29.0,0.13819347942276858,67.0,30.03,29.56,10.0,35.0,50.0,8.0,39.0,2024.0,1.0,6.0,6.0,7,FM-15
2024-01-06 07:00:00,239.88091847206388,32.0,0.08909673971138429,79.0,30.01,29.535,7.73,36.0,80.0,6.0,38.0,2024.0,1.0,6.0,7.0,7,FM-15
2024-01-06 08:00:00,29.97,33.0,0.1,79.0,29.98,29.5,5.0,37.0,100.0,9.0,39.0,2024.0,1.0,6.0,8.0,7,FM-15
2024-01-06 09:00:00,29.903333333333336,36.333333333333336,0.07666666666666667,83.33333333333333,308.34318455829265,29.433333333333334,4.0,39.0,100.0,10.333333333333334,41.0,2024.0,1.0,6.0,9.0,7,FM-15
2024-01-06 10:00:00,134.80795923603193,39.5,0.08454836985569214,85.0,238.69988841871947,29.36,2.62,41.75,107.5,12.0,43.75,2024.0,1.0,6.0,10.0,7,FM-15
2024-01-06 11:00:00,29.735,43.0,0.08,86.0,238.65488841871948,29.265,2.0,45.0,100.0,13.0,47.0,2024.0,1.0,6.0,11.0,7,FM-15
2024-01-06 12:00:00,29.634999999999998,48.0,0.08499999999999999,86.0,238.59988841871947,29.17,7.79491665920487,50.0,140.0,16.5,52.0,2024.0,1.0,6.0,12.0,7,FM-15
2024-01-06 13:00:00,239.6859184720639,52.0,0.1240967397113843,87.0,29.6,29.15,6.92,54.0,150.0,15.0,56.0,2024.0,1.0,6.0,13.0,7,FM-15
2024-01-06 14:00:00,449.76183694412777,53.0,0.08,87.0,447.54977683743897,433.8758941588104,7.0,55.0,240.0,8.0,57.0,2024.0,1.0,6.0,14.0,7,FM-15
2024-01-06 15:00:00,29.62,53.0,0.02,87.0,29.62,29.15,7.0,55.0,280.0,9.0,57.0,2024.0,1.0,6.0,15.0,7,FM-15
2024-01-06 16:00:00,239.7109184720639,49.0,0.06909673971138429,80.0,29.65,29.195,9.969999999999999,52.0,260.0,9.0,55.0,2024.0,1.0,6.0,16.0,7,FM-15
2024-01-06 17:00:00,29.67,43.0,0.06909673971138429,76.5,238.6098884187195,29.21,10.0,47.0,198.31804959818567,9.5,50.0,2024.0,1.0,6.0,17.0,6,FM-16
2024-01-06 18:00:00,29.7,41.0,0.0,77.0,29.7,29.23,10.0,45.0,270.0,8.0,48.0,2024.0,1.0,6.0,18.0,7,FM-15
2024-01-06 19:00:00,239.73591847206387,40.0,0.06909673971138429,79.0,29.71,29.244999999999997,9.969999999999999,43.0,126.63609919637135,6.0,46.0,2024.0,1.0,6.0,19.0,7,FM-15
2024-01-06 20:00:00,29.74,40.0,0.0,83.0,29.74,29.27,10.0,43.0,280.0,3.0,45.0,2024.0,1.0,6.0,20.0,7,FM-15
2024-01-06 21:00:00,29.74,39.0,0.0,83.0,29.74,29.27,10.0,42.0,250.0,6.0,44.0,2024.0,1.0,6.0,21.0,7,FM-15
2024-01-06 22:00:00,239.75591847206388,39.0,0.06909673971138429,83.0,29.75,29.285,9.969999999999999,42.0,270.0,5.0,44.0,2024.0,1.0,6.0,22.0,7,FM-15
2024-01-06 23:00:00,29.75,40.0,0.0,83.0,29.75,29.28,10.0,43.0,250.0,6.0,45.0,2024.0,1.0,6.0,23.0,7,FM-15
2024-01-07 00:00:00,239.98591847206387,39.16474132928626,0.06909673971138429,59.83136966126657,238.87988841871947,231.8079470794052,10.794916659204869,47.32309897478257,126.63609919637135,4.85295141989641,53.509369140101796,2024.0,1.0,7.0,0.0,7,FM-15
2024-01-07 01:00:00,239.74091847206387,40.0,0.06909673971138429,85.0,29.72,29.255000000000003,9.969999999999999,42.0,0.0,0.0,44.0,2024.0,1.0,7.0,1.0,7,FM-15
2024-01-07 02:00:00,29.72666666666667,40.0,0.09212898628184572,83.66666666666667,308.27318455829266,29.25666666666667,9.333333333333334,42.666666666666664,150.0,2.6666666666666665,44.666666666666664,2024.0,1.0,7.0,2.0,7,FM-16
2024-01-07 03:00:00,29.73,40.333333333333336,0.09212898628184572,85.33333333333333,308.276517891626,29.26,6.333333333333333,42.333333333333336,76.66666666666667,2.0,44.333333333333336,2024.0,1.0,7.0,3.0,7,FM-16
2024-01-07 04:00:00,169.74394564804257,41.0,0.09212898628184572,86.0,169.00325894581297,29.27,0.5,43.0,240.0,7.666666666666667,45.0,2024.0,1.0,7.0,4.0,7,FM-16
2024-01-07 05:00:00,29.744999999999997,42.0,0.06909673971138429,86.0,238.6448884187195,29.275,1.25,44.0,255.0,6.5,46.0,2024.0,1.0,7.0,5.0,7,FM-15
2024-01-07 06:00:00,29.78,43.0,0.06909673971138429,86.0,238.6648884187195,29.31,2.0,45.0,260.0,7.0,47.0,2024.0,1.0,7.0,6.0,7,FM-15
2024-01-07 07:00:00,169.7839456480426,41.666666666666664,0.09212898628184572,82.0,169.043258945813,29.326666666666664,4.663333333333333,44.666666666666664,270.0,6.0,47.0,2024.0,1.0,7.0,7.0,7,FM-15
2024-01-07 08:00:00,29.81,39.5,0.06909673971138429,83.0,238.6798884187195,29.34,9.0,42.0,255.0,4.0,44.5,2024.0,1.0,7.0,8.0,6,FM-16
2024-01-07 09:00:00,29.83,42.0,0.0,80.0,29.83,29.36,10.0,45.0,240.0,6.0,48.0,2024.0,1.0,7.0,9.0,7,FM-15
